email_text,category,sentiment
The meeting yesterday was very productive. Thanks for organizing.,Meeting,Positive
"Dear team, Make money from home with zero investment. Join our scheme today.",Spam,Neutral
"Hi, Can you send me the latest source code for the new feature?",Work,Neutral
"Hi, Unfortunately, we will not be moving forward with your application at this time.",Job/Career,Negative
"Dear team, I am looking forward to our catch-up meeting Tuesday.",Meeting,Positive
"Hi, Here is the recipe for the chocolate cake.",Other,Neutral
URGENT: The production database is down. We need immediate assistance.,Important,Negative
"Hi, Make money from home with zero investment. Join our scheme today.",Spam,Neutral
"Hi, Your computer is infected with a virus! Call this number to fix it.",Spam,Negative
We are excited to offer you the position of Data Scientist at our company!,Job/Career,Positive
I am looking forward to our catch-up meeting Monday.,Meeting,Positive
"Hello, Here is the budget breakdown for the next fiscal year.",Finance,Neutral
We are excited to offer you the position of Data Scientist at our company!,Job/Career,Positive
"Dear team, We need to postpone the meeting because key stakeholders are unavailable.",Meeting,Negative
Your invoice #4923 is attached. Please process the payment by the 15th.,Finance,Neutral
I am disputing the recent charge of $50 on my credit card. It was not authorized.,Finance,Negative
Do you know what time the library closes today?,Other,Neutral
"Dear team, Great job on the presentation today! The client was very impressed.",Work,Positive
"Hello, Let's schedule a meeting for Monday at 4:30 PM to discuss the roadmap.",Meeting,Neutral
"I'm sorry, I won't be able to make it to your party. Feeling a bit sick.",Personal,Negative
We noticed an overdue balance on your account. Please pay immediately to avoid fees.,Finance,Negative
"The new feature is amazing, thanks for adding it based on my request.",Customer Support,Positive
"Hey there, The server is down again. This is unacceptable, please fix it ASAP.",Work,Negative
Can you pick up some groceries on your way back?,Personal,Neutral
Your assignment is due on Friday by 11:59 PM via the student portal.,Education,Neutral
"Hey there, Upgrade now to premium and get the first month entirely free.",Promotion,Positive
"Hello, Let's schedule a meeting for Monday at 10 AM to discuss the roadmap.",Meeting,Neutral
"Hi, Upgrade now to premium and get the first month entirely free.",Promotion,Positive
I need help configuring the API settings on my dashboard.,Customer Support,Neutral
I am struggling with chapter 4. Could you explain the main concept again?,Education,Negative
Flash sale! All items are 20% off for the next 24 hours.,Promotion,Positive
We need to postpone the meeting because key stakeholders are unavailable.,Meeting,Negative
"Hey there, The weather looks nice outside.",Other,Positive
It was wonderful seeing you over the weekend. Let's catch up again soon!,Personal,Positive
The software update completely broke my application workflow.,Complaint,Negative
The product I received is damaged. I want a full refund immediately.,Complaint,Negative
"Hello, Can someone please guide me on how to upgrade my subscription plan?",Customer Support,Neutral
"I'm sorry, I won't be able to make it to your party. Feeling a bit sick.",Personal,Negative
"Hey there, I am disappointed with the delay in the project delivery. We need to discuss this.",Work,Negative
"Dear team, I am disputing the recent charge of $50 on my credit card. It was not authorized.",Finance,Negative
Get 50% off your next purchase using this exclusive promo code!,Promotion,Positive
"Hey there, I am disputing the recent charge of $50 on my credit card. It was not authorized.",Finance,Negative
The lecture has been rescheduled to next week at 9 AM in Room 302.,Education,Neutral
"Thank you for your guidance, I learned a lot during my internship.",Job/Career,Positive
"Hey there, Important notice: Your account will be suspended if you do not verify your email.",Important,Negative
Your assignment is due on Friday by 11:59 PM via the student portal.,Education,Neutral
I am writing to request an extension on my project deadline due to a family emergency.,Education,Negative
"Hello, Can someone please guide me on how to upgrade my subscription plan?",Customer Support,Neutral
Please find my resume attached for the Software Engineer position.,Job/Career,Neutral
"Hi, We noticed an overdue balance on your account. Please pay immediately to avoid fees.",Finance,Negative
Here is the budget breakdown for the next fiscal year.,Finance,Neutral
"Hi, Flash sale! All items are 20% off for the next 24 hours.",Promotion,Positive
Emergency maintenance will be performed tonight from 12 AM to 4 AM.,Important,Negative
"Hi, Congratulations! You are the 100th visitor today. Claim your free iPhone.",Spam,Positive
"I'm sorry, I won't be able to make it to your party. Feeling a bit sick.",Personal,Negative
"Hello, Just testing if this email address works.",Other,Neutral
Get 50% off your next purchase using this exclusive promo code!,Promotion,Positive
"Hey there, Do you know what time the library closes today?",Other,Neutral
We need to postpone the meeting because key stakeholders are unavailable.,Meeting,Negative
The software update completely broke my application workflow.,Complaint,Negative
"Dear team, Your invoice #4923 is attached. Please process the payment by the 15th.",Finance,Neutral
"Hey there, Happy Birthday! Hope you have a fantastic day.",Personal,Positive
"Dear team, Here is the budget breakdown for the next fiscal year.",Finance,Neutral
"Hello, Congratulations on passing the final exam with flying colors!",Education,Positive
"Hi, Lose weight fast with this miracle pill. Buy now!",Spam,Neutral
I have been trying to reach support for days with no response. This is frustrating.,Complaint,Negative
"Hey there, Emergency maintenance will be performed tonight from 12 AM to 4 AM.",Important,Negative
"Hi, You have won $1,000,000! Click here to claim your prize immediately.",Spam,Positive
I am looking forward to our catch-up meeting Friday.,Meeting,Positive
We are excited to offer you the position of Data Scientist at our company!,Job/Career,Positive
URGENT: The production database is down. We need immediate assistance.,Important,Negative
The weather looks nice outside.,Other,Positive
"Hey there, We are excited to offer you the position of Data Scientist at our company!",Job/Career,Positive
"Hello, Check out our new collection of winter wear.",Promotion,Neutral
Can you pick up some groceries on your way back?,Personal,Neutral
Check out our new collection of winter wear.,Promotion,Neutral
Happy Birthday! Hope you have a fantastic day.,Personal,Positive
"Hi, I am looking forward to our catch-up meeting Monday.",Meeting,Positive
Our Black Friday sale starts now! Don't miss out on these huge discounts.,Promotion,Positive
"Hello, I have been trying to reach support for days with no response. This is frustrating.",Complaint,Negative
"Hello, Please find my resume attached for the Software Engineer position.",Job/Career,Neutral
"Hello, Your assignment is due on Friday by 11:59 PM via the student portal.",Education,Neutral
"Hello, Check out our new collection of winter wear.",Promotion,Neutral
Your payment has been successfully received. Thank you for your business.,Finance,Positive
Do you know what time the library closes today?,Other,Neutral
Get 50% off your next purchase using this exclusive promo code!,Promotion,Positive
Critical update regarding the company policy changes starting next month.,Important,Neutral
"Dear team, Your assignment is due on Friday by 11:59 PM via the student portal.",Education,Neutral
Congratulations! You are the 100th visitor today. Claim your free iPhone.,Spam,Positive
"Hi, I need help configuring the API settings on my dashboard.",Customer Support,Neutral
"Hi, The service at your restaurant was terrible. I waited an hour for my food.",Complaint,Negative
Lose weight fast with this miracle pill. Buy now!,Spam,Neutral
My internet connection keeps dropping every five minutes. Fix it.,Complaint,Negative
The weather looks nice outside.,Other,Positive
"Hey there, I am writing to request an extension on my project deadline due to a family emergency.",Education,Negative
"Hi, I am disappointed with the delay in the project delivery. We need to discuss this.",Work,Negative
"Hello, Flash sale! All items are 20% off for the next 24 hours.",Promotion,Positive
Upgrade now to premium and get the first month entirely free.,Promotion,Positive
I would like to schedule an interview with you for next Tuesday at 11 AM.,Job/Career,Neutral
The software update completely broke my application workflow.,Complaint,Negative
"Hello, Check out our new collection of winter wear.",Promotion,Neutral
"Hello, I left my umbrella at the office.",Other,Neutral
"Hello, Unfortunately, we will not be moving forward with your application at this time.",Job/Career,Negative
"Hello, You have won $1,000,000! Click here to claim your prize immediately.",Spam,Positive
"Hello, Your invoice #4923 is attached. Please process the payment by the 15th.",Finance,Neutral
"Dear team, Our Black Friday sale starts now! Don't miss out on these huge discounts.",Promotion,Positive
The weather looks nice outside.,Other,Positive
Great job on the presentation today! The client was very impressed.,Work,Positive
"Hey there, Thank you for resolving my issue so quickly! Great support.",Customer Support,Positive
"Dear team, Check out our new collection of winter wear.",Promotion,Neutral
Lose weight fast with this miracle pill. Buy now!,Spam,Neutral
"Dear team, Unfortunately, we will not be moving forward with your application at this time.",Job/Career,Negative
"Hi, We noticed an overdue balance on your account. Please pay immediately to avoid fees.",Finance,Negative
URGENT: The production database is down. We need immediate assistance.,Important,Negative
"Dear team, Please find attached the report for Q3. Let me know if you need any revisions.",Work,Neutral
"Thank you for your guidance, I learned a lot during my internship.",Job/Career,Positive
Here is the zoom link for our daily standup at 9:30 AM.,Meeting,Neutral
I have been trying to reach support for days with no response. This is frustrating.,Complaint,Negative
"Dear team, Critical update regarding the company policy changes starting next month.",Important,Neutral
"Hi, I am writing to request an extension on my project deadline due to a family emergency.",Education,Negative
The software update completely broke my application workflow.,Complaint,Negative
"Dear team, Thank you for resolving my issue so quickly! Great support.",Customer Support,Positive
"Hello, Your invoice #4923 is attached. Please process the payment by the 15th.",Finance,Neutral
"Hello, Here is the recipe for the chocolate cake.",Other,Neutral
I am looking forward to our catch-up meeting next week.,Meeting,Positive
"Dear team, Here is the zoom link for our daily standup at 9:30 AM.",Meeting,Neutral
"Hi, Your invoice #4923 is attached. Please process the payment by the 15th.",Finance,Neutral
"Hello, The weather looks nice outside.",Other,Positive
"Hello, I need help configuring the API settings on my dashboard.",Customer Support,Neutral
Can someone please guide me on how to upgrade my subscription plan?,Customer Support,Neutral
"Hello, We need to postpone the meeting because key stakeholders are unavailable.",Meeting,Negative
"Dear team, Your payment has been successfully received. Thank you for your business.",Finance,Positive
"Dear team, I have been trying to reach support for days with no response. This is frustrating.",Complaint,Negative
Let's schedule a meeting for Tuesday at 4:30 PM to discuss the roadmap.,Meeting,Neutral
"Hey there, Can you pick up some groceries on your way back?",Personal,Neutral
"Hi, Make money from home with zero investment. Join our scheme today.",Spam,Neutral
"Hello, I would like to schedule an interview with you for next Tuesday at 11 AM.",Job/Career,Neutral
"Hey there, Great job on the presentation today! The client was very impressed.",Work,Positive
Your computer is infected with a virus! Call this number to fix it.,Spam,Negative
"Hello, Get 50% off your next purchase using this exclusive promo code!",Promotion,Positive
Please find attached the report for Q3. Let me know if you need any revisions.,Work,Neutral
"Dear team, I left my umbrella at the office.",Other,Neutral
The meeting yesterday was very productive. Thanks for organizing.,Meeting,Positive
"Hi, Emergency maintenance will be performed tonight from 12 AM to 4 AM.",Important,Negative
"Hey there, Just testing if this email address works.",Other,Neutral
"Hey there, Your computer is infected with a virus! Call this number to fix it.",Spam,Negative
"Dear team, Your computer is infected with a virus! Call this number to fix it.",Spam,Negative
The weather looks nice outside.,Other,Positive
It was wonderful seeing you over the weekend. Let's catch up again soon!,Personal,Positive
Please find my resume attached for the Software Engineer position.,Job/Career,Neutral
Happy Birthday! Hope you have a fantastic day.,Personal,Positive
"Hello, Check out our new collection of winter wear.",Promotion,Neutral
Your computer is infected with a virus! Call this number to fix it.,Spam,Negative
Let's schedule a meeting for Tuesday at 4:30 PM to discuss the roadmap.,Meeting,Neutral
"Hello, The meeting yesterday was very productive. Thanks for organizing.",Meeting,Positive
"Hello, Unfortunately, we will not be moving forward with your application at this time.",Job/Career,Negative
"Hello, Flash sale! All items are 20% off for the next 24 hours.",Promotion,Positive
"Dear team, Make money from home with zero investment. Join our scheme today.",Spam,Neutral
Emergency maintenance will be performed tonight from 12 AM to 4 AM.,Important,Negative
"Dear team, I would like to schedule an interview with you for next Tuesday at 11 AM.",Job/Career,Neutral
"Hey there, Critical update regarding the company policy changes starting next month.",Important,Neutral
Critical update regarding the company policy changes starting next month.,Important,Neutral
Get 50% off your next purchase using this exclusive promo code!,Promotion,Positive
"Dear team, I left my umbrella at the office.",Other,Neutral
Emergency maintenance will be performed tonight from 12 AM to 4 AM.,Important,Negative
Here is the budget breakdown for the next fiscal year.,Finance,Neutral
"Hello, The product I received is damaged. I want a full refund immediately.",Complaint,Negative
Your assignment is due on Friday by 11:59 PM via the student portal.,Education,Neutral
"Dear team, The new feature is amazing, thanks for adding it based on my request.",Customer Support,Positive
How do I reset my password? I forgot it.,Customer Support,Neutral
"Hello, Please find attached the report for Q3. Let me know if you need any revisions.",Work,Neutral
Important notice: Your account will be suspended if you do not verify your email.,Important,Negative
"Dear team, I am struggling with chapter 4. Could you explain the main concept again?",Education,Negative
"Hi, I'm sorry, I won't be able to make it to your party. Feeling a bit sick.",Personal,Negative
Emergency maintenance will be performed tonight from 12 AM to 4 AM.,Important,Negative
"Hello, Upgrade now to premium and get the first month entirely free.",Promotion,Positive
"Hello, Your assignment is due on Friday by 11:59 PM via the student portal.",Education,Neutral
"Hello, Upgrade now to premium and get the first month entirely free.",Promotion,Positive
Critical update regarding the company policy changes starting next month.,Important,Neutral
Your computer is infected with a virus! Call this number to fix it.,Spam,Negative
"Hey there, Make money from home with zero investment. Join our scheme today.",Spam,Neutral
"Hello, Can you pick up some groceries on your way back?",Personal,Neutral
"Hello, Congratulations! You are the 100th visitor today. Claim your free iPhone.",Spam,Positive
"Hey there, We noticed an overdue balance on your account. Please pay immediately to avoid fees.",Finance,Negative
"Dear team, The weather looks nice outside.",Other,Positive
"Hi, You have won $1,000,000! Click here to claim your prize immediately.",Spam,Positive
"The new feature is amazing, thanks for adding it based on my request.",Customer Support,Positive
"Hello, We are excited to offer you the position of Data Scientist at our company!",Job/Career,Positive
"Dear team, I am looking forward to our catch-up meeting tomorrow.",Meeting,Positive
Here is the zoom link for our daily standup at 9:30 AM.,Meeting,Neutral
"Dear team, The lecture has been rescheduled to Wednesday at 4:30 PM in Room 302.",Education,Neutral
"Dear team, We noticed an overdue balance on your account. Please pay immediately to avoid fees.",Finance,Negative
"Hi, Unfortunately, we will not be moving forward with your application at this time.",Job/Career,Negative
"Hey, are we still on for dinner tonight at 9 AM?",Personal,Neutral
Do you know what time the library closes today?,Other,Neutral
"Hi, The meeting yesterday was very productive. Thanks for organizing.",Meeting,Positive
"Dear team, I'm sorry, I won't be able to make it to your party. Feeling a bit sick.",Personal,Negative
"Hey there, Can you pick up some groceries on your way back?",Personal,Neutral
The meeting yesterday was very productive. Thanks for organizing.,Meeting,Positive
Can you pick up some groceries on your way back?,Personal,Neutral
Please find attached the report for Q3. Let me know if you need any revisions.,Work,Neutral
Action Required: Update your account security settings before the deadline.,Important,Neutral
"Dear team, I'm sorry, I won't be able to make it to your party. Feeling a bit sick.",Personal,Negative
Action Required: Update your account security settings before the deadline.,Important,Neutral
"Dear team, Thank you for your guidance, I learned a lot during my internship.",Job/Career,Positive
The software update completely broke my application workflow.,Complaint,Negative
"I'm sorry, I won't be able to make it to your party. Feeling a bit sick.",Personal,Negative
"Dear team, Your payment has been successfully received. Thank you for your business.",Finance,Positive
We are excited to offer you the position of Data Scientist at our company!,Job/Career,Positive
"Hey there, I am writing to request an extension on my project deadline due to a family emergency.",Education,Negative
Our Black Friday sale starts now! Don't miss out on these huge discounts.,Promotion,Positive
"Hey there, Make money from home with zero investment. Join our scheme today.",Spam,Neutral
Your assignment is due on Friday by 11:59 PM via the student portal.,Education,Neutral
"Dear team, The new feature is amazing, thanks for adding it based on my request.",Customer Support,Positive
"Hey there, Get 50% off your next purchase using this exclusive promo code!",Promotion,Positive
The lecture has been rescheduled to Monday at 9 AM in Room 302.,Education,Neutral
Please find attached the report for Q3. Let me know if you need any revisions.,Work,Neutral
"Hey there, Can you send me the latest source code for the new feature?",Work,Neutral
"Hi, Please find attached the report for Q3. Let me know if you need any revisions.",Work,Neutral
Here is the recipe for the chocolate cake.,Other,Neutral
"Hi, We need to postpone the meeting because key stakeholders are unavailable.",Meeting,Negative
Can someone please guide me on how to upgrade my subscription plan?,Customer Support,Neutral
"Hey there, I need help configuring the API settings on my dashboard.",Customer Support,Neutral
"Dear team, Our Black Friday sale starts now! Don't miss out on these huge discounts.",Promotion,Positive
"Hi, I left my umbrella at the office.",Other,Neutral
"Hi, The lecture has been rescheduled to Tuesday at 9 AM in Room 302.",Education,Neutral
Thank you for resolving my issue so quickly! Great support.,Customer Support,Positive
"Hi, I left my umbrella at the office.",Other,Neutral
"Hello, I am disputing the recent charge of $50 on my credit card. It was not authorized.",Finance,Negative
I am struggling with chapter 4. Could you explain the main concept again?,Education,Negative
Here is the budget breakdown for the next fiscal year.,Finance,Neutral
I would like to schedule an interview with you for next Tuesday at 11 AM.,Job/Career,Neutral
Check out our new collection of winter wear.,Promotion,Neutral
I am looking forward to our catch-up meeting tomorrow.,Meeting,Positive
Congratulations on passing the final exam with flying colors!,Education,Positive
"The server is down again. This is unacceptable, please fix it ASAP.",Work,Negative
I am disappointed with the delay in the project delivery. We need to discuss this.,Work,Negative
"Dear team, Get 50% off your next purchase using this exclusive promo code!",Promotion,Positive
I am writing to request an extension on my project deadline due to a family emergency.,Education,Negative
Please find my resume attached for the Software Engineer position.,Job/Career,Neutral
"Dear team, Here is the zoom link for our daily standup at 9:30 AM.",Meeting,Neutral
"The server is down again. This is unacceptable, please fix it ASAP.",Work,Negative
"Hi, I am disappointed with the delay in the project delivery. We need to discuss this.",Work,Negative
"Dear team, I would like to schedule an interview with you for next Tuesday at 11 AM.",Job/Career,Neutral
I am looking forward to our catch-up meeting Monday.,Meeting,Positive
Your computer is infected with a virus! Call this number to fix it.,Spam,Negative
Happy Birthday! Hope you have a fantastic day.,Personal,Positive
We need to postpone the meeting because key stakeholders are unavailable.,Meeting,Negative
"Hey there, I am looking forward to our catch-up meeting Tuesday.",Meeting,Positive
"Hi, I am looking forward to our catch-up meeting Tuesday.",Meeting,Positive
"Dear team, The service at your restaurant was terrible. I waited an hour for my food.",Complaint,Negative
"Hey there, I am disputing the recent charge of $50 on my credit card. It was not authorized.",Finance,Negative
Your computer is infected with a virus! Call this number to fix it.,Spam,Negative
"Dear team, The software update completely broke my application workflow.",Complaint,Negative
"Dear team, Unfortunately, we will not be moving forward with your application at this time.",Job/Career,Negative
"Hey there, Important notice: Your account will be suspended if you do not verify your email.",Important,Negative
It was wonderful seeing you over the weekend. Let's catch up again soon!,Personal,Positive
We need to postpone the meeting because key stakeholders are unavailable.,Meeting,Negative
"Hey there, The service at your restaurant was terrible. I waited an hour for my food.",Complaint,Negative
The meeting yesterday was very productive. Thanks for organizing.,Meeting,Positive
I am struggling with chapter 4. Could you explain the main concept again?,Education,Negative
"Hello, Important notice: Your account will be suspended if you do not verify your email.",Important,Negative
It was wonderful seeing you over the weekend. Let's catch up again soon!,Personal,Positive
The meeting yesterday was very productive. Thanks for organizing.,Meeting,Positive
"Dear team, Emergency maintenance will be performed tonight from 12 AM to 4 AM.",Important,Negative
Your payment has been successfully received. Thank you for your business.,Finance,Positive
"Hey there, Just testing if this email address works.",Other,Neutral
Here is the recipe for the chocolate cake.,Other,Neutral
Thank you for resolving my issue so quickly! Great support.,Customer Support,Positive
How do I reset my password? I forgot it.,Customer Support,Neutral
Get 50% off your next purchase using this exclusive promo code!,Promotion,Positive
"Dear team, The weather looks nice outside.",Other,Positive
Make money from home with zero investment. Join our scheme today.,Spam,Neutral
Happy Birthday! Hope you have a fantastic day.,Personal,Positive
"The server is down again. This is unacceptable, please fix it ASAP.",Work,Negative
I am disputing the recent charge of $50 on my credit card. It was not authorized.,Finance,Negative
Congratulations on passing the final exam with flying colors!,Education,Positive
Do you know what time the library closes today?,Other,Neutral
Can someone please guide me on how to upgrade my subscription plan?,Customer Support,Neutral
Your computer is infected with a virus! Call this number to fix it.,Spam,Negative
Do you know what time the library closes today?,Other,Neutral
Get 50% off your next purchase using this exclusive promo code!,Promotion,Positive
Here is the recipe for the chocolate cake.,Other,Neutral
Let's schedule a meeting for Monday at 4:30 PM to discuss the roadmap.,Meeting,Neutral
Can you send me the latest source code for the new feature?,Work,Neutral
I have been trying to reach support for days with no response. This is frustrating.,Complaint,Negative
"Hi, Happy Birthday! Hope you have a fantastic day.",Personal,Positive
"Dear team, Please find my resume attached for the Software Engineer position.",Job/Career,Neutral
"Hello, The meeting yesterday was very productive. Thanks for organizing.",Meeting,Positive
I am looking forward to our catch-up meeting tomorrow.,Meeting,Positive
"Hi, Just testing if this email address works.",Other,Neutral
"Dear team, Lose weight fast with this miracle pill. Buy now!",Spam,Neutral
"Hello, The service at your restaurant was terrible. I waited an hour for my food.",Complaint,Negative
Can someone please guide me on how to upgrade my subscription plan?,Customer Support,Neutral
Here is the zoom link for our daily standup at 9:30 AM.,Meeting,Neutral
"Hello, Here is the recipe for the chocolate cake.",Other,Neutral
I am looking forward to our catch-up meeting Monday.,Meeting,Positive
"Hello, Here is the recipe for the chocolate cake.",Other,Neutral
"Hey there, Critical update regarding the company policy changes starting next month.",Important,Neutral
Thank you for resolving my issue so quickly! Great support.,Customer Support,Positive
We need to postpone the meeting because key stakeholders are unavailable.,Meeting,Negative
Action Required: Update your account security settings before the deadline.,Important,Neutral
Here is the budget breakdown for the next fiscal year.,Finance,Neutral
The product I received is damaged. I want a full refund immediately.,Complaint,Negative
"Dear team, The meeting yesterday was very productive. Thanks for organizing.",Meeting,Positive
"Hey there, Make money from home with zero investment. Join our scheme today.",Spam,Neutral
"Dear team, I have been trying to reach support for days with no response. This is frustrating.",Complaint,Negative
I am disappointed with the delay in the project delivery. We need to discuss this.,Work,Negative
Please find attached the report for Q3. Let me know if you need any revisions.,Work,Neutral
"Dear team, The product I received is damaged. I want a full refund immediately.",Complaint,Negative
Here is the recipe for the chocolate cake.,Other,Neutral
The lecture has been rescheduled to Thursday at 10 AM in Room 302.,Education,Neutral
Your computer is infected with a virus! Call this number to fix it.,Spam,Negative
"Hey there, The product I received is damaged. I want a full refund immediately.",Complaint,Negative
"Hey there, I need help configuring the API settings on my dashboard.",Customer Support,Neutral
"Hello, The weather looks nice outside.",Other,Positive
Thank you for resolving my issue so quickly! Great support.,Customer Support,Positive
Great job on the presentation today! The client was very impressed.,Work,Positive
"Hi, Can someone please guide me on how to upgrade my subscription plan?",Customer Support,Neutral
The product I received is damaged. I want a full refund immediately.,Complaint,Negative
"Hello, Important notice: Your account will be suspended if you do not verify your email.",Important,Negative
"Hi, Your invoice #4923 is attached. Please process the payment by the 15th.",Finance,Neutral
The lecture has been rescheduled to Wednesday at 4:30 PM in Room 302.,Education,Neutral
"Dear team, You have won $1,000,000! Click here to claim your prize immediately.",Spam,Positive
Great job on the presentation today! The client was very impressed.,Work,Positive
"Dear team, The lecture has been rescheduled to tomorrow at 9 AM in Room 302.",Education,Neutral
"I'm sorry, I won't be able to make it to your party. Feeling a bit sick.",Personal,Negative
URGENT: The production database is down. We need immediate assistance.,Important,Negative
Please find my resume attached for the Software Engineer position.,Job/Career,Neutral
"Dear team, The service at your restaurant was terrible. I waited an hour for my food.",Complaint,Negative
We need to postpone the meeting because key stakeholders are unavailable.,Meeting,Negative
"Hello, I need help configuring the API settings on my dashboard.",Customer Support,Neutral
Lose weight fast with this miracle pill. Buy now!,Spam,Neutral
Your computer is infected with a virus! Call this number to fix it.,Spam,Negative
URGENT: The production database is down. We need immediate assistance.,Important,Negative
"Hi, I need help configuring the API settings on my dashboard.",Customer Support,Neutral
Check out our new collection of winter wear.,Promotion,Neutral
Thank you for resolving my issue so quickly! Great support.,Customer Support,Positive
The service at your restaurant was terrible. I waited an hour for my food.,Complaint,Negative
Let's schedule a meeting for Monday at 10 AM to discuss the roadmap.,Meeting,Neutral
"Hello, Thank you for your guidance, I learned a lot during my internship.",Job/Career,Positive
"The new feature is amazing, thanks for adding it based on my request.",Customer Support,Positive
Great job on the presentation today! The client was very impressed.,Work,Positive
Get 50% off your next purchase using this exclusive promo code!,Promotion,Positive
"Dear team, Thank you for resolving my issue so quickly! Great support.",Customer Support,Positive
"Hey there, Can you pick up some groceries on your way back?",Personal,Neutral
"Hi, The new feature is amazing, thanks for adding it based on my request.",Customer Support,Positive
"Hey there, Can you pick up some groceries on your way back?",Personal,Neutral
Get 50% off your next purchase using this exclusive promo code!,Promotion,Positive
Your computer is infected with a virus! Call this number to fix it.,Spam,Negative
"Hey there, Let's schedule a meeting for Tuesday at 9 AM to discuss the roadmap.",Meeting,Neutral
"Hey, are we still on for dinner tonight at 2 PM?",Personal,Neutral
"Hi, Action Required: Update your account security settings before the deadline.",Important,Neutral
Check out our new collection of winter wear.,Promotion,Neutral
"Hey there, I would like to schedule an interview with you for next Tuesday at 11 AM.",Job/Career,Neutral
Flash sale! All items are 20% off for the next 24 hours.,Promotion,Positive
"Hi, Make money from home with zero investment. Join our scheme today.",Spam,Neutral
I am writing to request an extension on my project deadline due to a family emergency.,Education,Negative
"Hi, Let's schedule a meeting for Tuesday at 12 PM to discuss the roadmap.",Meeting,Neutral
The software update completely broke my application workflow.,Complaint,Negative
"Hello, The lecture has been rescheduled to tomorrow at 9 AM in Room 302.",Education,Neutral
We are excited to offer you the position of Data Scientist at our company!,Job/Career,Positive
"Dear team, Please find my resume attached for the Software Engineer position.",Job/Career,Neutral
"Dear team, Emergency maintenance will be performed tonight from 12 AM to 4 AM.",Important,Negative
